Order,Family,Genus,Current_Identification,Mass,FL_Breast,DL_Breast,PL_Breast,PDL_Breast,PPL_Breast,AD_Breast,AP_Breast,AT_Breast,PAD_Breast,PAP_Breast,FL_Back,DL_Back,PL_Back,PDL_Back,PPL_Back,AD_Back,AP_Back,AT_Back,PAD_Back,PAP_Back,FL_Head,DL_Head,PL_Head,PDL_Head,PPL_Head,AD_Head,AP_Head,AT_Head,PAD_Head,PAP_Head,Country/Continent/Ocean,State/Province,Precise_Location,Station,Longitude,Latitude,Temperature,Rainfall,Museum,Notes,Feather
Columbiformes,Columbidae,Leptotila,Leptotila pallida,170,61.6,29.878,31.722,0.485032468,0.514967532,768.972,571.526,1340.498,0.57364651,0.42635349,40.218,14.086,26.132,0.350241186,0.649758814,415.062,420.641,835.703,0.496662092,0.503337908,16.325,2.331,13.994,0.142787136,0.857212864,17.612,144.567,162.179,0.108596057,0.891403943,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,142,44.227,20.857,23.37,0.471589753,0.528410247,400.165,398.076,798.241,0.501308502,0.498691498,35.474,18.631,16.843,0.525201556,0.474798444,423.938,334.308,758.246,0.55910351,0.44089649,24.9,6.39,18.51,0.256626506,0.743373494,111.916,183.468,295.384,0.378883081,0.621116919,Colombia,,,,-76.2828722,1.05365,25.3,4151,IAvH,,"Breast, back and head"
Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,142,43.612,22.179,21.433,0.508552692,0.491447308,533.176,421.804,954.98,0.558311169,0.441688831,58.632,27.468,31.164,0.468481375,0.531518625,596.576,572.746,1169.322,0.510189665,0.489810335,19.059,5.973,13.086,0.313395246,0.686604754,70.217,147.745,217.962,0.322152485,0.677847515,Colombia,,,,-72.1918333,5.7855833,24.1,3110,IAvH,,"Breast, back and head"
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,132,28.325,11.781,16.544,0.41592233,0.58407767,233.14,309.795,542.935,0.429406835,0.570593165,46.407,20.942,25.465,0.451268128,0.548731872,343.828,420.425,764.253,0.449887668,0.550112332,25.039,7.504,17.535,0.29969248,0.70030752,158.979,288.454,447.433,0.355313533,0.644686467,Colombia,,,,-74.9111111,9.0436111,27.9,1590,IAvH,,"Breast, back and head"
Passeriformes,Pipridae,Machaeropterus,Machaeropterus deliciosus,13,46.083,21.851,24.232,0.474166178,0.525833822,633.613,484.868,1118.481,0.566494201,0.433505799,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.8777778,3.5747222,22.4,1965,Icesi,ICZA0285,"Breast, back and head"
Passeriformes,Pipridae,Machaeropterus,Machaeropterus deliciosus,13,38.995,19.844,19.151,0.508885755,0.491114245,706.548,423.252,1129.8,0.625374403,0.374625597,21.501,11.066,10.435,0.514673736,0.485326264,165.487,108.952,274.439,0.603001031,0.396998969,15.695,2.789,12.906,0.177699904,0.822300096,21.075,92.356,113.431,0.18579577,0.81420423,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.87829,3.541271,21.9,1917,Icesi,back with asymetric downy,"Breast, back and head"
Galbuliformes,Bucconidae,Malacoptila,Malacoptila mystacalis,53,74.239,41.344,32.895,0.556904053,0.443095947,2107.718,1098.587,3206.305,0.657366657,0.342633343,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA06,-76.09375,5.2446944,18.1,2780,Icesi,,"Breast, back and head"
Galbuliformes,Bucconidae,Malacoptila,Malacoptila mystacalis,53,31.987,11.227,20.76,0.350986338,0.649013662,288.174,277.872,566.046,0.509099967,0.490900033,45.903,22.298,23.605,0.485763458,0.514236542,988.268,218.209,1206.477,0.819135383,0.180864617,31.928,15.529,16.399,0.486375595,0.513624405,372.258,226.789,599.047,0.621417017,0.378582983,Colombia,Colombia,,,-75.65141,4.35121,19.1,3004,UniAndes,,"Breast, back and head"
Galbuliformes,Bucconidae,Malacoptila,Malacoptila mystacalis,53,30.316,12.461,17.855,0.411037076,0.588962924,332.964,142.893,475.857,0.69971441,0.30028559,44.398,15.686,28.712,0.353304203,0.646695797,336.948,443.322,780.27,0.431835134,0.568164866,34.025,14.074,19.951,0.413637032,0.586362968,278.846,195.324,474.17,0.588071789,0.411928211,Colombia,Colombia,,,-75.25124,3.17081,19.1,3004,UniAndes,,"Breast, back and head"
Galbuliformes,Bucconidae,Malacoptila,Malacoptila panamensis,43,50.742,24.648,26.094,0.485751449,0.514248551,1001.895,730.242,1732.137,0.578415564,0.421584436,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Galbuliformes,Bucconidae,Malacoptila,Malacoptila panamensis,43,58.768,30.307,28.461,0.515705826,0.484294174,1643.331,779.151,2422.482,0.67836665,0.32163335,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Galbuliformes,Bucconidae,Malacoptila,Malacoptila panamensis,43,42.428,22.28,20.148,0.525124918,0.474875082,768.782,429.581,1198.363,0.641526816,0.358473184,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Pipridae,Manacus,Manacus manacus,16,44.336,18.524,25.812,0.417809455,0.582190545,503.408,482.541,985.949,0.51058219,0.48941781,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,32.36,16.772,15.588,0.51829419,0.48170581,381.721,180.134,561.855,0.67939415,0.32060585,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Pipridae,Manacus,Manacus manacus,16,57.193,32.744,24.449,0.572517616,0.427482384,1278.955,758.365,2037.32,0.627763434,0.372236566,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,51.099,22.065,29.034,0.431808842,0.568191158,743.248,778.036,1521.284,0.488566237,0.511433763,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,32.734,19.288,13.446,0.589234435,0.410765565,348.412,203.881,552.293,0.630846308,0.369153692,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Pipridae,Manacus,Manacus manacus,16,23.35,8.323,15.027,0.356445396,0.643554604,78.111,109.576,187.687,0.416176933,0.583823067,30.423,9.023,21.4,0.296584821,0.703415179,110.62,171.378,281.998,0.392272286,0.607727714,14.784,0,14.784,0,1,0,84.473,84.473,0,1,Colombia,Colombia,,,-74.35235,6.71768,27.4,2221,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,28.436,7.948,20.488,0.279504853,0.720495147,110.128,187.381,297.509,0.370166953,0.629833047,27.736,9.67,18.066,0.348644361,0.651355639,164.431,182.989,347.42,0.473291693,0.526708307,13.526,0,13.526,0,1,0,61.255,61.255,0,1,Colombia,Colombia,,,-74.65144,4.3512,27.2,1642,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,27.137,8.436,18.701,0.310867082,0.689132918,117.089,252.343,369.432,0.316943308,0.683056692,37.035,11.118,25.917,0.300202511,0.699797489,259.852,418.456,678.308,0.383088508,0.616911492,20.802,5.863,14.939,0.281847899,0.718152101,62.578,128.087,190.665,0.328209163,0.671790837,Colombia,Colombia,,,-75.27187,3.18115,27.4,2221,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,38.056,14.934,23.122,0.392421694,0.607578306,364.771,283.773,648.544,0.562446033,0.437553967,34.357,12.354,22.003,0.359577379,0.640422621,200.32,258.519,458.839,0.436580151,0.563419849,13.545,0,13.545,0,1,0,62.285,62.285,0,1,Colombia,Colombia,,,-74.78178,5.66584,25.6,2545,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,29.724,11.889,17.835,0.399979814,0.600020186,175.633,221.595,397.228,0.442146576,0.557853424,37.411,10.904,26.507,0.291465077,0.708534923,326.313,342.374,668.687,0.487990644,0.512009356,,,0,,,,,0,,,Colombia,Colombia,,,-74.36716,6.69816,27.2,1642,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,23.658,9.202,14.456,0.388959337,0.611040663,148.514,112.699,261.213,0.568555164,0.431444836,32.09,14.021,18.069,0.436927392,0.563072608,153.707,404.029,557.736,0.275590961,0.724409039,,,0,,,,,0,,,Colombia,Colombia,,,-74.13854,6.71725,27.2,1642,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,32.09,10.258,21.832,0.319663447,0.680336553,224.521,298.731,523.252,0.429087705,0.570912295,29.94,11.388,18.552,0.380360721,0.619639279,101.33,441.555,542.885,0.186650948,0.813349052,13.975,4.829,9.146,0.345545617,0.654454383,53.252,53.523,106.775,0.498730976,0.501269024,Colombia,Colombia,,,-74.78178,5.66584,27.4,2221,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,24.785,7.198,17.587,0.290417591,0.709582409,204.196,134.147,338.343,0.603517732,0.396482268,35.315,9.345,25.97,0.264618434,0.735381566,131.522,316.545,448.067,0.293531994,0.706468006,,,0,,,,,0,,,Colombia,Colombia,,,-74.13454,6.71725,26.3,1437,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,28.382,11.656,16.726,0.410682827,0.589317173,167.281,180.925,348.206,0.480408149,0.519591851,32.736,10.258,22.478,0.313355327,0.686644673,197.266,216.048,413.314,0.477278776,0.522721224,14.575,5.442,9.133,0.373379074,0.626620926,58.795,55.371,114.166,0.514995708,0.485004292,Colombia,Colombia,,,-74.65141,4.3512,25.6,2545,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,28.436,9.935,18.501,0.349381066,0.650618934,72.751,185.015,257.766,0.282236602,0.717763398,29.735,13.01,16.725,0.437531529,0.562468471,173.354,217.999,391.353,0.442960703,0.557039297,,,0,,,,,0,,,Colombia,Colombia,,,-74.35235,6.71768,23.1,2789,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,28.328,11.333,16.995,0.400063541,0.599936459,139.325,211.515,350.84,0.397118345,0.602881655,36.231,10.528,25.703,0.29057989,0.70942011,231.035,356.579,587.614,0.393174771,0.606825229,14.901,6.678,8.223,0.448157842,0.551842158,67.057,38.847,105.904,0.63318666,0.36681334,Colombia,Colombia,,,-74.57204,6.90883,26.3,1437,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,26.611,9.779,16.832,0.367479614,0.632520386,101.471,87.701,189.172,0.53639545,0.46360455,29.133,9.506,19.627,0.32629664,0.67370336,78.713,375.726,454.439,0.173209166,0.826790834,12.911,3.242,9.669,0.25110371,0.74889629,45.991,45.759,91.75,0.501264305,0.498735695,Colombia,Colombia,,,-74.57204,6.90883,13.4,1569,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,32.039,14.308,17.731,0.44658073,0.55341927,159.771,169.842,329.613,0.484722993,0.515277007,30.103,14.185,15.918,0.471215493,0.528784507,105.893,245.416,351.309,0.301424102,0.698575898,12.594,3.384,9.21,0.268699381,0.731300619,35.661,43.246,78.907,0.45193709,0.54806291,Colombia,Colombia,,,-74.84135,5.06656,27.4,2584,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,24.19,9.774,14.416,0.404051261,0.595948739,134.184,128.074,262.258,0.511648834,0.488351166,34.562,13.698,20.864,0.396331231,0.603668769,199.834,203.943,403.777,0.494911795,0.505088205,16.612,5.752,10.86,0.346255719,0.653744281,87.474,68.678,156.152,0.560184948,0.439815052,Colombia,Colombia,,,-74.78178,5.66584,27.2,1642,UniAndes,,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,30.271,14.343,15.928,0.473819828,0.526180172,241.471,135.283,376.754,0.640924848,0.359075152,28.112,13.81,14.302,0.491249289,0.508750711,121.282,270.712,391.994,0.309397593,0.690602407,15.374,6.391,8.983,0.415701834,0.584298166,96.988,45.099,142.087,0.682595874,0.317404126,Colombia,Colombia,,,-74.64276,6.55462,28.1,3010,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Pipridae,Manacus,Manacus manacus,16,31.068,11.763,19.305,0.378621089,0.621378911,142.494,136.474,278.968,0.510789768,0.489210232,41.444,13.649,27.795,0.329335971,0.670664029,302.542,283.877,586.419,0.515914389,0.484085611,12.579,3.005,9.574,0.238890214,0.761109786,31.138,47.562,78.7,0.395654384,0.604345616,Colombia,Colombia,,,-76.65141,4.35122,28.1,3010,UniAndes,,"Breast, back and head"
Passeriformes,Furnariidae,Margarornis,Margarornis squamiger,17,56.602,30.146,26.456,0.532596021,0.467403979,1016.455,415.896,1432.351,0.709641003,0.290358997,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA11,-76.10275,5.2487778,18.1,2780,Icesi,,
Passeriformes,Furnariidae,Margarornis,Margarornis stellatus,21,61.439,35.575,25.864,0.579029607,0.420970393,1154.512,477.875,1632.387,0.707253856,0.292746144,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA11,-76.10275,5.2487778,18.1,2780,Icesi,,
Passeriformes,Furnariidae,Margarornis,Margarornis stellatus,21,56.385,27.942,28.443,0.495557329,0.504442671,740.226,641.802,1382.028,0.53560854,0.46439146,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA12,-76.10408333,5.2511667,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Margarornis,Margarornis stellatus,21,40.26,24.288,15.972,0.603278689,0.396721311,614.209,294.724,908.933,0.675747277,0.324252723,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA16,-76.11355556,5.2561944,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Masius,Masius chrysopterus,12,63.498,31.095,32.403,0.489700463,0.510299537,1136.994,983.913,2120.907,0.53608857,0.46391143,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Chicoral,,-76.58,3.56,19.1,1545,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Masius,Masius chrysopterus,12,30.677,16.69,13.987,0.544055807,0.455944193,302.435,181.182,483.617,0.625360564,0.374639436,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA07,-76.09611111,5.24625,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Masius,Masius chrysopterus,12,35.906,16.332,19.574,0.454854342,0.545145658,381.588,294.692,676.28,0.564245579,0.435754421,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA09,-76.09861111,5.2476389,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Masius,Masius chrysopterus,12,38.97,18.165,20.805,0.466127791,0.533872209,451.91,370.768,822.678,0.549315771,0.450684229,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA09,-76.09861111,5.2476389,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Masius,Masius chrysopterus,12,61.015,29.181,31.834,0.478259444,0.521740556,1143.583,873.153,2016.736,0.567046455,0.432953545,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA09,-76.09861111,5.2476389,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Pipridae,Masius,Masius chrysopterus,12,25.942,12.999,12.943,0.501079331,0.498920669,178.646,218.574,397.22,0.449740698,0.550259302,32.206,15.436,16.77,0.479289573,0.520710427,275.681,191.627,467.308,0.589934262,0.410065738,26.921,8.964,17.957,0.332974258,0.667025742,89.946,148.267,238.213,0.377586446,0.622413554,Colombia,,,,-73.4440556,4.5156667,21.8,5015,IAvH,,"Breast, back and head"
Strigiformes,Strigidae,Megascops,Megascops choliba,131,58.915,31.384,27.531,0.532699652,0.467300348,842.496,640.296,1482.792,0.568182186,0.431817814,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,3/8/21,-76.55280647,3.346867656,23.1,1594,Icesi,,
Strigiformes,Strigidae,Megascops,Megascops choliba,131,58.043,30.414,27.629,0.523990834,0.476009166,928.407,681.587,1609.994,0.57665246,0.42334754,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,6/8/21,
Strigiformes,Strigidae,Megascops,Megascops choliba,131,54.319,28.372,25.947,0.52232184,0.47767816,942.602,514.646,1457.248,0.646837052,0.353162948,48.55,25.45,23.1,0.524201854,0.475798146,1202.99,465.694,1668.684,0.720921397,0.279078603,33.533,16.762,16.771,0.499865804,0.500134196,158.672,167.757,326.429,0.486084263,0.513915737,Colombia,,,,-73.5308333,5.6394444,16.2,1060,IAvH,,"Breast, back and head"
Passeriformes,Polioptilidae,Microbates,Microbates cinereiventris,12,49.093,19.915,29.178,0.405658648,0.594341352,1067.198,702.355,1769.553,0.603089029,0.396910971,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8907,3.55071,22.4,1965,Icesi,ICZA0210,
Passeriformes,Poliptilidae,Microbates,Microbates cinereiventris,12,43.647,13.87,29.777,0.317776709,0.682223291,344.666,592.072,936.738,0.367942797,0.632057203,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8907,3.55071,22.4,1965,Icesi,,
Passeriformes,Troglodytidae,Microcerculus,Microcerculus marginatus,18,30.321,11.535,18.786,0.380429405,0.619570595,230.984,233.941,464.925,0.496819917,0.503180083,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA08,-76.08394444,5.2381667,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Troglodytidae,Microcerculus,Microcerculus marginatus,18,48.376,19.915,28.461,0.411671077,0.588328923,540.623,598.902,1139.525,0.47442838,0.52557162,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA03,-76.07927778,5.2199722,19.1,2636,Icesi,,"Breast, back and head"
Passeriformes,Troglodytidae,Microcerculus,Microcerculus marginatus,18,47.839,23.212,24.627,0.485210811,0.514789189,610.186,565.847,1176.033,0.518851087,0.481148913,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.89097,3.5522,22.4,1965,Icesi,ICZA0228,
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,37.557,17.694,19.863,0.471123892,0.528876108,532.645,391.539,924.184,0.576340859,0.423659141,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,45.868,20.631,25.237,0.449790704,0.550209296,238.601,556.113,794.714,0.300235053,0.699764947,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,30.747,13.537,17.21,0.440270596,0.559729404,277.908,324.988,602.896,0.460955123,0.539044877,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,40.963,18.699,22.264,0.456485121,0.543514879,622.338,454.039,1076.377,0.578178463,0.421821537,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,4/8/21,
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,42.947,16.493,26.454,0.384031481,0.615968519,406.729,553.322,960.051,0.423653535,0.576346465,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,25.105,10.311,14.794,0.410714997,0.589285003,118.99,161.332,280.322,0.424476138,0.575523862,33.06,10.204,22.856,0.308650938,0.691349062,105.105,268.775,373.88,0.281119611,0.718880389,15.196,0,15.196,0,1,0,105.997,105.997,0,1,Colombia,Colombia,,,-75.25124,3.17081,27.4,2584,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,36.822,12.462,24.36,0.338438977,0.661561023,271.831,233.086,504.917,0.538367692,0.461632308,36.283,14.88,21.403,0.410109418,0.589890582,122.511,459.029,581.54,0.210666506,0.789333494,18.222,3.972,14.25,0.217978268,0.782021732,23.576,79.971,103.547,0.227684047,0.772315953,Colombia,Colombia,,,-74.84135,5.6656,28.1,3010,UniAndes,back with asymetric downy,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,23.509,9.679,13.83,0.411714662,0.588285338,199.553,121.153,320.706,0.622230329,0.377769671,24.042,11.399,12.643,0.474128608,0.525871392,174.306,135.614,309.92,0.562422561,0.437577439,14.142,3.646,10.496,0.257813605,0.742186395,26.663,77.481,104.144,0.25602051,0.74397949,Colombia,Colombia,,,-75.25124,3.17081,27.4,2584,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,26.177,10.044,16.133,0.383695611,0.616304389,147.612,150.182,297.794,0.495684937,0.504315063,36.604,13.805,22.799,0.377144574,0.622855426,364.132,323.164,687.296,0.529803753,0.470196247,16.985,3.92,13.065,0.230791875,0.769208125,57.148,110.246,167.394,0.341398139,0.658601861,Colombia,Colombia,,,-74.78178,5.66584,28.1,3010,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,27.902,9.081,18.821,0.32546054,0.67453946,137.349,218.186,355.535,0.386316396,0.613683604,31.768,9.936,21.832,0.312767565,0.687232435,208.47,253.286,461.756,0.451472206,0.548527794,15.052,4.894,10.158,0.325139516,0.674860484,33.984,65.577,99.561,0.341338476,0.658661524,Colombia,Colombia,,,-74.13454,6.71725,27.4,2584,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,29.564,10.419,19.145,0.352421864,0.647578136,156.43,257.23,413.66,0.378160808,0.621839192,29.258,7.897,21.361,0.269909085,0.730090915,161.243,300.264,461.507,0.34938365,0.65061635,13.277,0,13.277,0,1,0,76.372,76.372,0,1,Colombia,Colombia,,,-74.78178,5.66584,28.1,3010,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,16.721,5.152,11.569,0.308115543,0.691884457,67.98,91.722,159.702,0.425667806,0.574332194,29.456,9.881,19.575,0.335449484,0.664550516,89.225,159.571,248.796,0.358627148,0.641372852,13.657,0,13.657,0,1,0,104.264,104.264,0,1,Colombia,Colombia,,,-74.78178,5.66584,25.6,2545,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,22.416,6.71,15.706,0.299339757,0.700660243,96.26,112.047,208.307,0.46210641,0.53789359,28.757,10.634,18.123,0.369788225,0.630211775,170.898,172.84,343.738,0.497175174,0.502824826,,,0,,,,,0,,,Colombia,Colombia,,,-74.84135,5.06656,27.2,1642,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,23.921,8.215,15.706,0.343422098,0.656577902,121.616,151.67,273.286,0.445013649,0.554986351,28.488,9.344,19.144,0.327997753,0.672002247,170.45,186.1,356.55,0.478053569,0.521946431,,,0,,,,,0,,,Colombia,Colombia,,,-74.78178,5.66584,26.3,1437,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,23.167,7.463,15.704,0.32213925,0.67786075,62.238,145.575,207.813,0.299490407,0.700509593,29.028,8.645,20.383,0.297815902,0.702184098,118.409,240.099,358.508,0.330282727,0.669717273,,,0,,,,,0,,,Colombia,Colombia,,,-74.64052,6.5514,26.3,1437,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,27.575,10.045,17.53,0.364279238,0.635720762,74.905,205.322,280.227,0.267301152,0.732698848,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Colombia,,,-74.84135,5.06656,26.3,1437,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,41.766,16.496,25.27,0.39496241,0.60503759,262.451,381.535,643.986,0.407541468,0.592458532,43.11,11.985,31.125,0.278009743,0.721990257,184.617,634.835,819.452,0.225293245,0.774706755,19.893,0,19.893,0,1,0,167.495,167.495,0,1,Colombia,Colombia,,,-74.84135,5.06656,27.4,2221,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,33.38,12.947,20.433,0.387866986,0.612133014,121.468,253.106,374.574,0.324283052,0.675716948,35.53,8.323,27.207,0.234252744,0.765747256,247.283,377.916,625.199,0.395526864,0.604473136,15.267,2.091,13.176,0.136962075,0.863037925,29.595,103.246,132.841,0.222785134,0.777214866,Colombia,Colombia,,,-74.78178,5.66584,27.4,2221,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,43.432,17.085,26.347,0.393373549,0.606626451,259.243,485.892,745.135,0.347914136,0.652085864,38.909,9.884,29.025,0.254028631,0.745971369,269.988,336.822,606.81,0.444930044,0.555069956,16.395,4.84,11.555,0.295211955,0.704788045,40.487,80.719,121.206,0.334034619,0.665965381,Colombia,Colombia,,,-74.65141,4.3512,27.4,2221,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,22.898,8.108,14.79,0.35409206,0.64590794,153.632,115.365,268.997,0.571129046,0.428870954,23.597,7.141,16.456,0.302623215,0.697376785,107.296,120.606,227.902,0.470798852,0.529201148,19.535,4.761,14.774,0.243716406,0.756283594,39.704,126.962,166.666,0.238224953,0.761775047,Colombia,Colombia,,,-74.64052,6.5514,28,2939,UniAndes,,"Breast, back and head"
Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,10,36.443,11.657,24.786,0.319869385,0.680130615,83.7,212.411,296.111,0.282664271,0.717335729,35.261,13.053,22.208,0.370182354,0.629817646,255.369,292.141,547.51,0.466418878,0.533581122,20.373,6.121,14.252,0.30044667,0.69955333,41.182,89.269,130.451,0.315689416,0.684310584,Colombia,Colombia,,,-74.26435,3.30707,28,2939,UniAndes,,"Breast, back and head"
