Order,Family,Genus,Current_Identification,Mass,FL_Breast,DL_Breast,PL_Breast,PDL_Breast,PPL_Breast,AD_Breast,AP_Breast,AT_Breast,PAD_Breast,PAP_Breast,FL_Back,DL_Back,PL_Back,PDL_Back,PPL_Back,AD_Back,AP_Back,AT_Back,PAD_Back,PAP_Back,FL_Head,DL_Head,PL_Head,PDL_Head,PPL_Head,AD_Head,AP_Head,AT_Head,PAD_Head,PAP_Head,Country/Continent/Ocean,State/Province,Precise_Location,Station,Longitude,Latitude,Temperature,Rainfall,Museum,Notes,Feather
Passeriformes,Pipridae,Cryptopipo,Cryptopipo holochlora,16,28.23,12.416,15.814,0.439815799,0.560184201,219.769,221.863,441.632,0.497629248,0.502370752,25.982,13.772,12.21,0.530059272,0.469940728,276.012,134.391,410.403,0.672538943,0.327461057,26.508,11.207,15.301,0.422778029,0.577221971,178.876,195.222,374.098,0.478152783,0.521847217,Colombia,,,,-77.2286111,0.5019444,22.9,2979,IAvH,,"Breast, back and head"
Passeriformes,Pipridae,Cryptopipo,Cryptopipo holochlora,16,32.133,15.362,16.771,0.478075499,0.521924501,144.825,216.704,361.529,0.400590271,0.599409729,32.483,14.95,17.533,0.460240741,0.539759259,377.136,218.021,595.157,0.633674812,0.366325188,32.063,16.615,15.448,0.518198547,0.481801453,297.829,226.894,524.723,0.567592806,0.432407194,Colombia,,,,-73.4264722,4.52375,21.8,5015,IAvH,,"Breast, back and head"
Passeriformes,Pipridae,Cryptopipo,Cryptopipo holochlora,16,31.507,17.242,14.265,0.54724347,0.45275653,308.2,201.891,510.091,0.604205916,0.395794084,31.716,14.876,16.84,0.46903771,0.53096229,330.809,228.284,559.093,0.591688681,0.408311319,22.465,9.799,12.666,0.436189628,0.563810372,144.568,145.386,289.954,0.498589431,0.501410569,Colombia,,,,-73.4264722,4.52375,21.8,5015,IAvH,,"Breast, back and head"
Tinamiformes,Tinamidae,Crypturellus,Crypturellus soui,204,49.588,22.781,26.807,0.459405501,0.540594499,889.661,551.89,1441.551,0.617155411,0.382844589,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Cyanerpes,Cyanerpes caeruleus,11,45.366,27.888,17.478,0.614733501,0.385266499,700.593,196.394,896.987,0.781051453,0.218948547,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,B1709,"Breast, back and head"
Passeriformes,Thraupidae,Cyanerpes,Cyanerpes caeruleus,11,42.035,17.084,24.951,0.406423219,0.593576781,332.652,323.071,655.723,0.507305676,0.492694324,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Troglodytidae,Cyphorhinus,Cyphorhinus thoracicus,31,59.342,29.449,29.893,0.496258973,0.503741027,802.891,686.558,1489.449,0.539052361,0.460947639,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,CG1848,"Breast, back and head"
Passeriformes,Troglodytidae,Cyphorhinus,Cyphorhinus thoracicus,31,59.287,27.567,31.72,0.464975458,0.535024542,649.253,1117.681,1766.934,0.367446096,0.632553904,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,breast with asymetric downy,"Breast, back and head"
Passeriformes,Troglodytidae,Cyphorhinus,Cyphorhinus thoracicus,31,20.625,7.438,13.187,0.360630303,0.639369697,79.376,175.469,254.845,0.311467755,0.688532245,26.708,15.12,11.588,0.56612251,0.43387749,346.378,173.725,520.103,0.665979623,0.334020377,14.273,3.634,10.639,0.2546066,0.7453934,37.338,101.199,138.537,0.269516447,0.730483553,Colombia,,,,-76.5827778,3.5583333,19.1,1545,IAvH,,"Breast, back and head"
Passeriformes,Troglodytidae,Cyphorhinus,Cyphorhinus thoracicus,31,25.108,9.155,15.953,0.364624821,0.635375179,116.73,134.726,251.456,0.464216404,0.535783596,29.319,12.932,16.387,0.441079164,0.558920836,244.406,220.286,464.692,0.525952674,0.474047326,13.151,3.747,9.404,0.284921299,0.715078701,40.258,63.368,103.626,0.388493235,0.611506765,Colombia,,,,-76.5827778,3.5583333,19.1,1545,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,41.254,21.764,19.49,0.527560964,0.472439036,1006.178,734.891,1741.069,0.57790817,0.42209183,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,65.792,29.805,35.987,0.453018604,0.546981396,1508.219,809.818,2318.037,0.650644921,0.349355079,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA08,-76.08394444,5.2381667,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,55.328,24.573,30.755,0.444133169,0.555866831,1313.413,972.612,2286.025,0.574540086,0.425459914,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.89097,3.5522,22.4,1965,Icesi,La Loca,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,58.482,24.573,33.909,0.420180568,0.579819432,1463.417,1161.579,2624.996,0.55749304,0.44250696,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8907,3.55071,22.4,1965,Icesi,Riqueza,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,51.821,23.266,28.555,0.448968565,0.551031435,1429.618,851.938,2281.556,0.626597813,0.373402187,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8907,3.55071,22.4,1965,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,53.59,25.039,28.551,0.467232693,0.532767307,1151.651,842.35,1994.001,0.577557885,0.422442115,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.89097,3.5522,22.4,1965,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,43.359,21.206,22.153,0.489079545,0.510920455,668.256,486.499,1154.755,0.578699378,0.421300622,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,47.81,22.646,25.164,0.473666597,0.526333403,862.683,740.75,1603.433,0.538022481,0.461977519,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,breast with asymetric downy,
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,42.248,18.589,23.659,0.43999716,0.56000284,621.026,391.226,1012.252,0.613509284,0.386490716,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,24.135,6.665,17.47,0.276154962,0.723845038,120.712,208.495,329.207,0.366675071,0.633324929,36.506,12.472,24.034,0.34164247,0.65835753,509.65,185.224,694.874,0.733442322,0.266557678,20.218,3.755,16.463,0.185725591,0.814274409,69.16,203.83,272.99,0.253342613,0.746657387,Colombia,Colombia,,,-74.84135,5.06656,26.2,2933,,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,28.447,13.624,14.823,0.478925722,0.521074278,293.182,288.206,581.388,0.504279414,0.495720586,32.134,18.357,13.777,0.571264082,0.428735918,355.876,263.822,619.698,0.574273275,0.425726725,20.527,4.376,16.151,0.213182638,0.786817362,89.345,193.154,282.499,0.316266606,0.683733394,Colombia,,,,-75.0703333,9.9942778,26.6,1351,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,31.236,14.95,16.286,0.478614419,0.521385581,350.148,247.877,598.025,0.585507295,0.414492705,39.158,19.05,20.108,0.486490628,0.513509372,738.234,560.686,1298.92,0.568344471,0.431655529,16.567,3.18,13.387,0.191947848,0.808052152,74.22,156.991,231.211,0.321005488,0.678994512,Colombia,,,,-75.0703333,9.9942778,26.6,1351,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,39,29.168,13.711,15.457,0.47006994,0.52993006,238.842,258.766,497.608,0.479980225,0.520019775,43.661,19.344,24.317,0.443049861,0.556950139,747.217,566.255,1313.472,0.568886889,0.431113111,22.797,4.95,17.847,0.217133833,0.782866167,146.571,281.589,428.16,0.342327635,0.657672365,Colombia,,,,-68.0588889,4.5077778,27.8,2959,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla tyrannina,49,51.71,22.62,29.09,0.437439567,0.562560433,903.21,461.886,1365.096,0.661645774,0.338354226,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla tyrannina,49,55.421,24.126,31.295,0.435322351,0.564677649,903.383,870.496,1773.879,0.509269798,0.490730202,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,12835,-76.66357994,3.445342173,17.8,2042,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla tyrannina,49,35.334,16.892,18.442,0.478066452,0.521933548,376.89,283.073,659.963,0.571077469,0.428922531,46.043,24.336,21.707,0.528549399,0.471450601,1046.396,416.156,1462.552,0.715459006,0.284540994,28.377,7.438,20.939,0.262113684,0.737886316,170.725,298.762,469.487,0.363641592,0.636358408,Colombia,,,,-72.8408333,7.4388889,10.4,1094,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla tyrannina,49,32.188,13.089,19.099,0.406642227,0.593357773,312.165,270.644,582.809,0.535621447,0.464378553,40.115,20.755,19.36,0.517387511,0.482612489,348.93,208.212,557.142,0.626285579,0.373714421,28.118,8.86,19.258,0.315100647,0.684899353,246.941,235.127,482.068,0.512253458,0.487746542,Colombia,,,,-72.8408333,7.4388889,10.4,1094,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla homochroa,44,32.968,14.876,18.092,0.451225431,0.548774569,303.78,244.705,548.485,0.553852886,0.446147114,40.064,21.483,18.581,0.536217053,0.463782947,851.248,333.9,1185.148,0.718263036,0.281736964,23.858,3.122,20.736,0.130857574,0.869142426,56.27,242.169,298.439,0.188547743,0.811452257,Colombia,,,,-72.2444444,7.1244444,21,3420,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla homochroa,44,33.248,16.615,16.633,0.499729307,0.500270693,466.941,218.853,685.794,0.680876473,0.319123527,34.016,17.589,16.427,0.517080198,0.482919802,534.433,286.75,821.183,0.65080865,0.34919135,22.532,2.652,19.88,0.117699272,0.882300728,47.096,258.688,305.784,0.154017215,0.845982785,Colombia,,,,-72.2486111,7.1127778,21,3420,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocincla,Dendrocincla merula,45,26.361,10.702,15.659,0.405978529,0.594021471,231.264,155.446,386.71,0.598029531,0.401970469,31.854,19.257,12.597,0.604539461,0.395460539,426.799,182.925,609.724,0.699987207,0.300012793,16.323,2.292,14.031,0.140415365,0.859584635,67.317,129.267,196.584,0.342433769,0.657566231,Colombia,,,,-68.1975,4.5588889,27.8,2929,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocolaptes,Dendrocolaptes santithomae,77,66.436,33.765,32.671,0.508233488,0.491766512,1936.957,851.328,2788.285,0.694676835,0.305323165,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocolaptes,Dendrocolaptes santithomae,77,58.698,30.523,28.175,0.520000681,0.479999319,1692.133,834.105,2526.238,0.669823271,0.330176729,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Dendrocolaptes,Dendrocolaptes santithomae,77,33.433,17.514,15.919,0.523853678,0.476146322,313.747,286.749,600.496,0.52247975,0.47752025,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Furnariidae,Dendrocolaptes,Dendrocolaptes santithomae,77,49.56,23.373,26.187,0.471610169,0.528389831,592.726,471.846,1064.572,0.55677399,0.44322601,47.571,17.729,29.842,0.372685039,0.627314961,755.774,555.947,1311.721,0.57616978,0.42383022,22.039,0,22.039,0,1,0,189.87,189.87,0,1,Colombia,Colombia,,,-74.57204,6.90883,25.6,2545,,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa albilatera,10,42.304,2.793,39.511,0.066022126,0.933977874,579.402,429.315,1008.717,0.574394999,0.425605001,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA11,-76.10275,5.2487778,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa albilatera,10,74.894,45.644,29.25,0.60944802,0.39055198,2003.101,772.235,2775.336,0.721750808,0.278249192,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa albilatera,10,34.594,16.754,17.84,0.484303636,0.515696364,344.71,252.868,597.578,0.576845198,0.423154802,35.514,21.067,14.447,0.593202681,0.406797319,354.138,231.449,585.587,0.604757278,0.395242722,20.92,7.086,13.834,0.338718929,0.661281071,108.081,159.934,268.015,0.403264743,0.596735257,Colombia,,,,-74.9666,6.25,21.6,3548,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa caerulescens,14,50.795,29.465,21.33,0.580076779,0.419923221,808.281,405.372,1213.653,0.665990197,0.334009803,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa caerulescens,14,51.279,25.523,25.756,0.497728115,0.502271885,724.871,585.136,1310.007,0.553333684,0.446666316,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa caerulescens,14,20.413,9.52,10.893,0.46636947,0.53363053,106.954,117.474,224.428,0.476562639,0.523437361,26.342,14.858,11.484,0.564042214,0.435957786,258.528,96.969,355.497,0.727229766,0.272770234,23.257,6.46,16.797,0.277765834,0.722234166,88.468,202.566,291.034,0.303978229,0.696021771,Colombia,,,,-72.4430556,7.4180556,13.6,992,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,16,65.855,39.481,26.374,0.599514084,0.400485916,1310.857,917.547,2228.404,0.588249258,0.411750742,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,16,50.58,25.362,25.218,0.501423488,0.498576512,868.967,471.188,1340.155,0.648407833,0.351592167,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,16,54.028,29.447,24.581,0.545032206,0.454967794,959.559,595.858,1555.417,0.616914307,0.383085693,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,16,21.7,10.372,11.328,0.47797235,0.52202765,128.553,122.078,250.631,0.512917396,0.487082604,35.472,23.674,11.798,0.667399639,0.332600361,529.954,202.529,732.483,0.723503481,0.276496519,20.14,7.57,12.57,0.375868918,0.624131082,115.846,119.595,235.441,0.492038345,0.507961655,Colombia,,,,-76.0908333,5.435,22,4000,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,16,22.188,10.827,11.361,0.487966468,0.512033532,120.016,132.89,252.906,0.474547856,0.525452144,28.533,13.919,14.614,0.487821119,0.512178881,309.201,240.203,549.404,0.5627935,0.4372065,20.605,9.746,10.859,0.472991992,0.527008008,134.97,89.574,224.544,0.601084865,0.398915135,Colombia,,,,-72.4430556,7.4180556,13.6,992,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,16,32.446,16.516,15.93,0.509030389,0.490969611,262.808,201.891,464.699,0.565544578,0.434455422,31.665,16.894,14.771,0.533522817,0.466477183,395.614,176.205,571.819,0.691851792,0.308148208,19.301,8.234,11.067,0.42661002,0.57338998,81.009,72.749,153.758,0.526860391,0.473139609,Colombia,,,,-72.4430556,7.4180556,13.6,992,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa gloriosissima,16,46.228,20.417,25.811,0.441658735,0.558341265,460.81,597.735,1058.545,0.435323959,0.564676041,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa gloriosissima,16,30.214,14.406,15.808,0.476798835,0.523201165,165.116,199.541,364.657,0.452798109,0.547201891,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa gloriosissima,16,52.462,27.565,24.897,0.525427929,0.474572071,660.632,455.651,1116.283,0.591814083,0.408185917,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa gloriosissima,16,46.226,22.085,24.141,0.477761433,0.522238567,472.451,531.069,1003.52,0.470793806,0.529206194,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA16,-76.11355556,5.2561944,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa indigotica,12,33.756,19.019,14.737,0.563425761,0.436574239,393.132,232.454,625.586,0.628421992,0.371578008,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA09,-76.09861111,5.2476389,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Diglossa,Diglossa humeralis,12,19.775,11.05,8.725,0.558786346,0.441213654,92.73,79.71,172.44,0.537752262,0.462247738,34.228,18.309,15.919,0.534912937,0.465087063,344.894,261.614,606.508,0.568655319,0.431344681,18.466,6.206,12.26,0.336077115,0.663922885,71.225,83.878,155.103,0.459210976,0.540789024,Colombia,,,,-73.4600083,5.7066222,13.5,1306,IAvH,,"Breast, back and head"
Passeriformes,Pipridae,Dixiphia,Dixiphia pipra,10,58.051,27.87,30.181,0.480095089,0.519904911,591.305,761.932,1353.237,0.43695598,0.56304402,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.89097,3.5522,22.4,1965,Icesi,ICZA0223,"Breast, back and head"
Passeriformes,Pipridae,Dixiphia,Dixiphia pipra,10,55.526,30.522,25.004,0.549688434,0.450311566,1305.346,610.999,1916.345,0.681164404,0.318835596,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8844,3.57706,22.4,1965,Icesi,ICZA0187,
Passeriformes,Thamnophilidae,Drymophila,Drymophila caudata,12,46.876,20.524,26.352,0.437835993,0.562164007,569.196,540.473,1109.669,0.512942148,0.487057852,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Drymophila,Drymophila striaticeps,13,58.912,29.305,29.607,0.497436855,0.502563145,792.428,660.492,1452.92,0.545403739,0.454596261,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Drymotoxeres,Drymotoxeres pucheranii,69,66.724,25.29,41.434,0.379024039,0.620975961,971.446,1358.965,2330.411,0.416856082,0.583143918,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,"Breast, back and head"
Piciformes,Picidae,Dryocopus,Dryocopus lineatus,189,30.742,16.478,14.264,0.536009368,0.463990632,633.827,235.248,869.075,0.7293122,0.2706878,46.217,18.563,27.654,0.401648744,0.598351256,459.393,579.227,1038.62,0.442310951,0.557689049,21.151,6.599,14.552,0.311994705,0.688005295,76.505,108.245,184.75,0.414100135,0.585899865,Colombia,,,,-74.9111111,9.0436111,27.9,1590,IAvH,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis,15,59.18,33.962,25.218,0.57387631,0.42612369,1724.863,889.692,2614.555,0.659715707,0.340284293,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Chicoral,LM04,-76.58,3.56,19.1,1545,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis,15,71.311,31.167,40.144,0.437057396,0.562942604,1138.608,1219.519,2358.127,0.482844223,0.517155777,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Chicoral,LM04,-76.58,3.56,19.1,1545,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis,15,30.195,14.962,15.233,0.495512502,0.504487498,335.26,177.073,512.333,0.654379085,0.345620915,38.653,21.378,17.275,0.553074794,0.446925206,567.056,412.489,979.545,0.578897345,0.421102655,19.828,8.55,11.278,0.431208392,0.568791608,357.016,157.609,514.625,0.693740102,0.306259898,Colombia,,,,-77.2855556,0.4683333,22.4,2987,IAvH,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis,15,30.606,14.394,16.212,0.470299941,0.529700059,298.703,302.808,601.511,0.49658776,0.50341224,37.271,19.118,18.153,0.512945722,0.487054278,540.19,332.935,873.125,0.618685755,0.381314245,16.092,4.584,11.508,0.284862043,0.715137957,62.767,85.685,148.452,0.422810067,0.577189933,Colombia,,,,-73.4264722,4.52375,21.8,5015,IAvH,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis,15,29.143,15.574,13.569,0.534399341,0.465600659,206.665,205.176,411.841,0.501807736,0.498192264,41.872,22.665,19.207,0.541292511,0.458707489,598.671,378.716,977.387,0.612521959,0.387478041,18.578,7.018,11.56,0.377758639,0.622241361,136.879,119.114,255.993,0.534698214,0.465301786,Colombia,,,,-73.4264722,4.52375,21.8,5015,IAvH,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis extremus,15,71.527,32.313,39.214,0.451759475,0.548240525,1106.482,1231.145,2337.627,0.473335566,0.526664434,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus occidentalis,17,56.064,36.058,20.006,0.64315782,0.35684218,1276.172,522.051,1798.223,0.709685061,0.290314939,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA13,-76.10866667,5.2537778,18,2837,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus punticeps,17,42.107,17.98,24.127,0.427007386,0.572992614,702.052,349.148,1051.2,0.667857686,0.332142314,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Loca 1,-76.88084,3.57637,22.4,1965,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus punticeps,17,60.739,25.254,35.485,0.415778989,0.584221011,1027.159,1200.419,2227.578,0.461110228,0.538889772,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Loca 1,-76.88084,3.57637,22.4,1965,Icesi,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus leucostictus,20,34.637,19.118,15.519,0.551953114,0.448046886,404.716,228.794,633.51,0.638847058,0.361152942,37.28,24.195,13.085,0.649007511,0.350992489,646.297,202.971,849.268,0.761004771,0.238995229,23.786,9.732,14.054,0.409148238,0.590851762,210.198,179.944,390.142,0.538773062,0.461226938,Colombia,,,,-73.4440556,4.5156667,21.8,5015,IAvH,,"Breast, back and head"
Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus leucostictus,20,34.358,19.954,14.404,0.580767216,0.419232784,365.956,326.305,692.261,0.528638765,0.471361235,33.107,18.075,15.032,0.545957048,0.454042952,285.169,212.262,497.431,0.573283531,0.426716469,25.255,9.248,16.007,0.366184914,0.633815086,216.865,216.932,433.797,0.499922775,0.500077225,Colombia,,,,-73.4440556,4.5156667,21.8,5015,IAvH,,"Breast, back and head"
Passeriformes,Tyrannidae,Elaenia,Elaenia flavogaster,23,44.458,24.129,20.329,0.542736965,0.457263035,531.222,324.649,855.871,0.620679986,0.379320014,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Tyrannidae,Empidonax,Empidonax virescens,12,47.839,21.76,26.079,0.454859006,0.545140994,745.175,584.611,1329.786,0.56037212,0.43962788,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8844,3.57706,22.4,1965,Icesi,ICZA0279,
Passeriformes,Turdidae,Entomodestes,Entomodestes coracinus,58,59.701,29.591,30.11,0.495653339,0.504346661,967.81,713.602,1681.412,0.575593608,0.424406392,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA07,-76.09611111,5.24625,18.1,2780,Icesi,,"Breast, back and head"
Passeriformes,Turdidae,Entomodestes,Entomodestes coracinus,58,67.225,34.107,33.118,0.507355894,0.492644106,1442.95,820.98,2263.93,0.637365113,0.362634887,39.238,21.062,18.176,0.536775575,0.463224425,498.066,320.538,818.604,0.608433382,0.391566618,20.104,6.98,13.124,0.347194588,0.652805412,65.085,101.696,166.781,0.390242294,0.609757706,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.8907,3.55071,22.4,1965,Icesi,ICZA0432,"Breast, back and head"
